Year,State,GOS_old,GOS,GOS_R,Non-Crisis Year,Concantenate,Merged,Income_inequality_merged,Income_inequality,GDP_merged,GDP,UR_merged,UR,Ugrowth,u growth dummy,X.change.in.real.GDP_merged,pcrgdp,ineq_merged,ineq,lrgdp,lii,GDP_Growth,_dummy,income_difference_in%_merged,inc_diff,perchg_inc_ineq,inc diff log
2007,Utah,0,0,1,1,Utah2007,Utah2007,37308,37308,123835.35,123835.35,2.6,2.6,-13.33333333,,2.5,2.5,1.705,1.705,11.72670814,5.71283221,4.418511379,,577.9661017,577.9661017,-5.506024092,
2008,Utah,0,0,1,0,Utah2008,Utah2008,39815.25,39815.25,124225.525,124225.525,3.6,3.6,38.46153846,,-1.075,-1.075,1.75,1.75,11.72985394,5.682979247,2.344164946,,583.3333333,583.3333333,2.639296188,
2009,Utah,0,0,1,1,Utah2009,Utah2009,40666,40666,121431.375,121431.375,7.3,7.3,102.7777778,,0.1,0.1,1.776767677,1.776767677,11.70710457,5.688919008,-1.260772783,,700.7968127,700.7968127,1.529581543,
2010,Utah,0,0,1,1,Utah2010,Utah2010,39015.5,39015.5,123902.225,123902.225,7.8,7.8,6.849315068,,3.7,3.7,1.861448969,1.861448969,11.72724803,5.697894428,0.043240822,,733.3333333,733.3333333,4.766030646,
2011,Utah,0,0,1,1,Utah2011,Utah2011,37400,37400,127992.5,127992.5,6.7,6.7,-14.1025641,,2.5,2.5,1.962637363,1.962637363,11.75972695,5.712952323,3.626655555,,834.5794393,834.5794393,5.436001507,
2012,Utah,0,0,1,1,Utah2012,Utah2012,38681.25,38681.25,129512.525,129512.525,5.4,5.4,-19.40298507,,1.55,1.55,1.85,1.85,11.77153287,5.65399171,2.46432815,,740,740,-5.739081764,
2013,Utah,0,0,1,1,Utah2013,Utah2013,41039,41039,133112.9,133112.9,4.6,4.6,-14.81481481,,2.875,2.875,1.96,1.96,11.79895292,5.654051768,1.490898402,,816.6666667,816.6666667,5.945945946,
2014,Utah,0,0,1,1,Utah2014,Utah2014,43200,43200,136993.7,136993.7,3.8,3.8,-17.39130435,,3.15,3.15,1.97,1.97,11.82769022,5.65399171,2.865738589,,788,788,0.510204082,
2015,Utah,0,0,1,1,Utah2015,Utah2015,42201.75,42201.75,141720.525,141720.525,3.6,3.6,-5.263157895,,4.075,4.075,1.851162791,1.851162791,11.86161226,5.625820833,3.159006548,,765.3846154,765.3846154,-6.032345635,
2016,Utah,0,0,1,1,Utah2016,Utah2016,44000,44000,147962.325,147962.325,3.4,3.4,-5.555555556,,3.475,3.475,1.863636364,1.863636364,11.90471296,5.598371808,4.083573464,,683.3333333,683.3333333,0.673823667,
2017,Utah,0,0,1,1,Utah2017,Utah2017,47525,47525,154367.25,154367.25,3.3,3.3,-2.941176471,,6.575,6.575,1.852320675,1.852320675,11.94708978,2.375390133,3.423338203,,731.6666667,731.6666667,-0.607183312,
2018,Utah,0,0,1,1,Utah2018,Utah2018,49312.75,49312.75,163327,163327,3.1,3.1,-6.060606061,,5.825,5.825,1.74,1.74,12.00350961,2.32238772,6.546374133,,669.2307692,669.2307692,-6.063781316,
2019,Utah,0,0,1,1,Utah2019,Utah2019,48309.5,48309.5,171134.7,171134.7,2.6,2.6,-16.12903226,,0.925,0.925,1.782307692,1.782307692,12.05020624,1.954885011,5.771685481,,609.7368421,609.7368421,2.431476552,
2020,Utah,0,0,1,0,Utah2020,Utah2020,53248.25,53248.25,171370.125,171370.125,4.7,4.7,80.76923077,,6.5,6.5,1.714285714,1.714285714,12.05158097,1.570598079,0.772491846,,600,600,-3.816511498,
2006,Vermont,0,0,1,1,Vermont2006,Vermont2006,33145.5,33145.5,27128.8,27128.8,3.7,3.7,5.714285714,,-2.825,-2.825,1.898897059,1.898897059,10.20835117,0.641273222,1.474614766,,499.0338164,499.0338164,7.44419423,
2007,Vermont,0,0,1,1,Vermont2007,Vermont2007,35424,35424,26886.675,26886.675,4,4,8.108108108,,4.7,4.7,1.766666667,1.766666667,10.19938609,0.569094532,-2.841380015,,441.6666667,441.6666667,-6.963536616,
2008,Vermont,0,0,1,0,Vermont2008,Vermont2008,35398.5,35398.5,27758.375,27758.375,4.7,4.7,17.5,,-2.725,-2.725,1.84,1.84,10.23129288,0.609765572,4.597161207,,511.1111111,511.1111111,4.150943377,
2009,Vermont,0,0,1,1,Vermont2009,Vermont2009,34855.25,34855.25,27221.975,27221.975,6.6,6.6,40.42553191,,2.825,2.825,1.946666667,1.946666667,10.21177983,0.666118508,-2.752468275,,530.9090909,530.9090909,5.797101467,
2010,Vermont,0,0,1,1,Vermont2010,Vermont2010,35833.25,35833.25,28403.75,28403.75,6.1,6.1,-7.575757576,,2.75,2.75,1.973333333,1.973333333,10.25427646,0.67972416,2.774216669,,548.1481481,548.1481481,1.369862979,
2011,Vermont,1,1,0,1,Vermont2011,Vermont2011,36664,36664,29013.525,29013.525,5.5,5.5,-9.836065574,,2.775,2.775,1.803225806,1.803225806,10.27551738,0.589577175,2.70508304,,461.9834711,461.9834711,-8.62031387,
2012,Vermont,1,1,0,1,Vermont2012,Vermont2012,34980,34980,29241.25,29241.25,5,5,-9.090909091,,-1.175,-1.175,1.77,1.77,10.28333566,0.570979547,2.601984564,,446.2184874,446.2184874,-1.842576004,
2013,Vermont,1,1,0,1,Vermont2013,Vermont2013,37238,37238,28681.5,28681.5,4.4,4.4,-12,,-1.875,-1.875,1.953333333,1.953333333,10.26400759,0.669537315,-1.351918373,,514.0350877,514.0350877,10.35781542,
2014,Vermont,1,1,0,1,Vermont2014,Vermont2014,38006.5,38006.5,28912.2,28912.2,3.9,3.9,-11.36363636,,2.475,2.475,1.943521595,1.943521595,10.27201893,0.664501583,-1.890889977,,500,500,-0.502307406,
2015,Vermont,1,1,0,1,Vermont2015,Vermont2015,40158.5,40158.5,29119.05,29119.05,3.6,3.6,-7.692307692,,1.075,1.075,1.909090909,1.909090909,10.27914788,0.646627165,2.410577072,,525,525,-1.771561792,
2016,Vermont,1,1,0,1,Vermont2016,Vermont2016,43449,43449,29408.15,29408.15,3.2,3.2,-11.11111111,,0.575,0.575,1.847058824,1.847058824,10.28902713,0.613594549,1.045613963,,514.7540984,514.7540984,-3.249299691,
2017,Vermont,0,0,1,1,Vermont2017,Vermont2017,44087.5,44087.5,29500.85,29500.85,3,3,-6.25,,0.45,0.45,1.728358209,1.728358209,10.29217436,0.547171946,0.548052523,,478.5123967,478.5123967,-6.426466416,
2018,Vermont,0,0,1,1,Vermont2018,Vermont2018,46623,46623,29616.35,29616.35,2.7,2.7,-10,,1.025,1.025,1.790830946,1.790830946,10.29608185,0.582679728,0.444792238,,500,500,3.614571139,
2019,Vermont,0,0,1,1,Vermont2019,Vermont2019,46844.5,46844.5,29902.85,29902.85,2.3,2.3,-14.81481481,,0.075,0.075,1.779569892,1.779569892,10.30570907,0.576371701,0.973670099,,479.7101449,479.7101449,-0.628817255,
2020,Vermont,0,0,1,0,Vermont2020,Vermont2020,53503,53503,28648.5,28648.5,5.6,5.6,143.4782609,,2.45,2.45,1.769035533,1.769035533,10.26285636,0.570434501,0.032064771,,497.8571429,497.8571429,-0.591960959,
2006,Virginia,1,1,0,1,Virginia2006,Virginia2006,38661,38661,419870.625,419870.625,3.1,3.1,-13.88888889,,0,0,2.697575758,2.697575758,12.94770191,0.992353502,3.852568959,,810.7468124,810.7468124,0.245773027,
2007,Virginia,1,1,0,1,Virginia2007,Virginia2007,42498.5,42498.5,424939.55,424939.55,3,3,-3.225806452,,1.775,1.775,2.637142857,2.637142857,12.9597022,0.96969608,-0.00622373,,831.5315315,831.5315315,-2.240267055,
2008,Virginia,1,1,0,0,Virginia2008,Virginia2008,42000,42000,431216.7,431216.7,3.9,3.9,30,,-1.05,-1.05,2.761363636,2.761363636,12.97436603,1.015724629,1.776462953,,823.7288136,823.7288136,4.710430407,
2009,Virginia,1,1,0,1,Virginia2009,Virginia2009,43915,43915,427648.95,427648.95,6.7,6.7,71.79487179,,2.6,2.6,2.805714286,2.805714286,12.96605793,1.031658154,-1.140793486,,909.2592593,909.2592593,1.606114074,
2010,Virginia,0,0,1,1,Virginia2010,Virginia2010,44441,44441,441242.375,441242.375,7.1,7.1,5.970149254,,1.775,1.775,2.737142857,2.737142857,12.99734961,1.006914623,2.580739148,,939.2156863,939.2156863,-2.443991868,
2011,Virginia,0,0,1,1,Virginia2011,Virginia2011,44486,44486,444288,444288,6.6,6.6,-7.042253521,,0.875,0.875,2.850144092,2.850144092,13.00422828,1.047369552,1.712155668,,979.2079208,979.2079208,4.128437605,
2012,Virginia,0,0,1,1,Virginia2012,Virginia2012,44650.25,44650.25,445973.625,445973.625,6.1,6.1,-7.575757576,,1.15,1.15,2.848571429,2.848571429,13.00801509,1.046817616,0.882818774,,967.961165,967.961165,-0.055178368,
2013,Virginia,0,0,1,1,Virginia2013,Virginia2013,47000,47000,449063.75,449063.75,5.7,5.7,-6.557377049,,-1.3,-1.3,2.837142857,2.837142857,13.01492014,1.04279751,1.117464428,,928.0373832,928.0373832,-0.401203631,
2014,Virginia,1,1,0,1,Virginia2014,Virginia2014,50480,50480,447678.1,447678.1,5.2,5.2,-8.771929825,,1.45,1.45,2.75,2.75,13.01182973,1.011600912,-1.328281116,,900,900,-3.071500499,
2015,Virginia,1,1,0,1,Virginia2015,Virginia2015,50658,50658,455162.375,455162.375,4.5,4.5,-13.46153846,,0.975,0.975,2.746721311,2.746721311,13.0284095,1.01040795,1.441306265,,866.637931,866.637931,-0.119225055,
2016,Virginia,1,1,0,1,Virginia2016,Virginia2016,49042.5,49042.5,459965.825,459965.825,4.1,4.1,-8.888888889,,1.625,1.625,2.710631579,2.710631579,13.03890747,0.997181663,0.95210909,,858.3666667,858.3666667,-1.313920413,
2017,Virginia,1,1,0,1,Virginia2017,Virginia2017,51532,51532,466724.8,466724.8,3.7,3.7,-9.756097561,,2.475,2.475,2.6125,2.6125,13.05349507,0.960307617,1.590608924,,870.8333333,870.8333333,-3.620247759,
2018,Virginia,1,1,0,1,Virginia2018,Virginia2018,53350,53350,477819.75,477819.75,3,3,-18.91891892,,1.9,1.9,2.695,2.695,13.07698885,0.991398204,2.464051331,,883.6065574,883.6065574,3.157894737,
2019,Virginia,1,1,0,1,Virginia2019,Virginia2019,57658,57658,487251.625,487251.625,2.8,2.8,-6.666666667,,0.4,0.4,2.6,2.6,13.09653595,0.955511445,1.896373002,,791.3043478,791.3043478,-3.525046382,
2020,Virginia,1,1,0,0,Virginia2020,Virginia2020,64096,64096,473817.45,473817.45,6.2,6.2,121.4285714,,2.075,2.075,2.545454545,2.545454545,13.0685774,0.934309237,0.339236195,,800,800,-2.097902115,
2006,Washington,1,1,0,1,Washington2006,Washington2006,39524,39524,353263.5,353263.5,5,5,-10.71428571,,2.75,2.75,2.51572327,2.51572327,12.77496952,0.922560345,4.214608371,,800,800,3.93909298,
2007,Washington,1,1,0,1,Washington2007,Washington2007,40551.25,40551.25,373180.6,373180.6,4.7,4.7,-6,,5.625,5.625,2.457831325,2.457831325,12.82981776,0.899279386,2.730515251,,784.6153846,784.6153846,-2.301204814,
2008,Washington,1,1,0,0,Washington2008,Washington2008,43000,43000,381289.95,381289.95,5.4,5.4,14.89361702,,-2.7,-2.7,2.42,2.42,12.85131539,0.88376754,5.409135772,,749.5575221,749.5575221,-1.539215674,
2009,Washington,1,1,0,1,Washington2009,Washington2009,42432,42432,370136.6,370136.6,9.2,9.2,70.37037037,,1.525,1.525,2.520588235,2.520588235,12.82162741,0.924492301,-2.913973203,,832.038835,832.038835,4.156538636,
2010,Washington,1,1,0,1,Washington2010,Washington2010,41957.75,41957.75,380989.45,380989.45,10,10,8.695652174,,3,3,2.545454545,2.545454545,12.85052696,0.934309237,1.476253085,,840,840,0.986528051,
2011,Washington,1,1,0,1,Washington2011,Washington2011,41151.5,41151.5,387745.225,387745.225,9.3,9.3,-7,,3.675,3.675,2.596036585,2.596036585,12.86810377,0.953985892,2.971167873,,851.5,851.5,1.987151572,
2012,Washington,1,1,0,1,Washington2012,Washington2012,42899.25,42899.25,400530.6,400530.6,8.1,8.1,-12.90322581,,2.475,2.475,2.654867257,2.654867257,12.90054545,0.976394656,3.620975824,,900,900,2.266172686,
2013,Washington,1,1,0,1,Washington2013,Washington2013,43202,43202,410873.875,410873.875,7,7,-13.58024691,,2.2,2.2,2.576436782,2.576436782,12.92604157,0.946407352,2.355752663,,867.1179884,867.1179884,-2.954214558,
2014,Washington,1,1,0,1,Washington2014,Washington2014,46998,46998,424467.625,424467.625,6.1,6.1,-12.85714286,,4.45,4.45,2.554285714,2.554285714,12.95859102,0.937772621,2.15214372,,827.7777778,827.7777778,-0.859755929,
2015,Washington,1,1,0,1,Washington2015,Washington2015,44217,44217,441952.075,441952.075,5.6,5.6,-8.196721311,,4.675,4.675,2.602777778,2.602777778,12.99895673,0.956579251,4.418718928,,829.2035398,829.2035398,1.898458882,
2016,Washington,1,1,0,1,Washington2016,Washington2016,48263,48263,458263.775,458263.775,5.3,5.3,-5.357142857,,3.825,3.825,2.5,2.5,13.03520023,0.916290732,4.621202017,,791.6666667,791.6666667,-3.948772687,
2017,Washington,1,1,0,1,Washington2017,Washington2017,50831,50831,482824.05,482824.05,4.7,4.7,-11.32075472,,7.275,7.275,2.5015,2.5015,13.08740758,0.916890552,3.766938133,,769.6923077,769.6923077,0.06,
2018,Washington,1,1,0,1,Washington2018,Washington2018,52251.75,52251.75,515629.95,515629.95,4.5,4.5,-4.255319149,,4.6,4.6,2.622222222,2.622222222,13.15314464,0.964022135,7.24572835,,769.5652174,769.5652174,4.825993284,
2019,Washington,1,1,0,1,Washington2019,Washington2019,55098.5,55098.5,535980.5,535980.5,4.3,4.3,-4.444444444,,1.8,1.8,2.427727273,2.427727273,13.19185306,0.886955541,4.592920155,,712.1333333,712.1333333,-7.417180259,
2020,Washington,1,1,0,0,Washington2020,Washington2020,59213.25,59213.25,532861.925,532861.925,8.4,8.4,95.34883721,,4.65,4.65,2.488888889,2.488888889,13.18601762,0.911836382,1.739365663,,746.6666667,746.6666667,2.519295173,
2006,West Virginia,1,1,0,1,West Virginia2006,West Virginia2006,28262,28262,66861.425,66861.425,4.9,4.9,-3.921568627,,0.05,0.05,2.298076923,2.298076923,11.11037747,0.832072653,1.899702794,,663.8888889,663.8888889,0.540865369,
2007,West Virginia,1,1,0,1,West Virginia2007,West Virginia2007,29260,29260,67119.075,67119.075,4.6,4.6,-6.12244898,,1.225,1.225,2.322727273,2.322727273,11.11422356,0.842742044,0.03018784,,681.3333333,681.3333333,1.072651213,
2008,West Virginia,1,1,0,0,West Virginia2008,West Virginia2008,30155,30155,68483.875,68483.875,4.3,4.3,-6.52173913,,2.95,2.95,2.213043478,2.213043478,11.1343536,0.794368708,1.205197348,,669.7368421,669.7368421,-4.72219861,
2009,West Virginia,1,1,0,1,West Virginia2009,West Virginia2009,30046.5,30046.5,68191.775,68191.775,7.7,7.7,79.06976744,,-2.95,-2.95,2.256521739,2.256521739,11.13007924,0.813824574,2.909537592,,640.7407407,640.7407407,1.964636548,
2010,West Virginia,1,1,0,1,West Virginia2010,West Virginia2010,33937,33937,69153.5,69153.5,8.7,8.7,12.98701299,,2.725,2.725,2.330793366,2.330793366,11.14408395,0.84620871,-2.995223961,,650,650,3.29142085,
2011,West Virginia,1,1,0,1,West Virginia2011,West Virginia2011,34000,34000,70361.275,70361.275,8.1,8.1,-6.896551724,,2.95,2.95,2.410714286,2.410714286,11.16139832,0.879923088,2.455067217,,675,675,3.428914856,
2012,West Virginia,1,1,0,1,West Virginia2012,West Virginia2012,33407.5,33407.5,70322.225,70322.225,7.5,7.5,-7.407407407,,-0.25,-0.25,2.320833333,2.320833333,11.16084317,0.841926316,2.829504478,,671.0843373,671.0843373,-3.728395087,
2013,West Virginia,1,1,0,1,West Virginia2013,West Virginia2013,34017.75,34017.75,70550.125,70550.125,6.8,6.8,-9.333333333,,-1.55,-1.55,2.358333333,2.358333333,11.16407873,0.857955155,-0.418241243,,673.8095238,673.8095238,1.615798923,
2014,West Virginia,1,1,0,1,West Virginia2014,West Virginia2014,34912,34912,70532.425,70532.425,6.6,6.6,-2.941176471,,2.15,2.15,2.308333333,2.308333333,11.16382781,0.836525763,-1.627013582,,651.7647059,651.7647059,-2.120141343,
2015,West Virginia,1,1,0,1,West Virginia2015,West Virginia2015,33296,33296,70663.025,70663.025,6.7,6.7,1.515151515,,-0.6,-0.6,2.248,2.248,11.16567773,0.810040932,2.123345861,,638.6363636,638.6363636,-2.613718397,
2016,West Virginia,1,1,0,1,West Virginia2016,West Virginia2016,34667.75,34667.75,70011.35,70011.35,6.1,6.1,-8.955223881,,1.325,1.325,2.378314207,2.378314207,11.15641265,0.86639192,-0.628440419,,675.2808989,675.2808989,5.796895329,
2017,West Virginia,0,0,1,1,West Virginia2017,West Virginia2017,34735.5,34735.5,71459.375,71459.375,5.2,5.2,-14.75409836,,0.9,0.9,2.328,2.328,11.17688439,0.84500953,1.224957752,,661.3636364,661.3636364,-2.115540783,
2018,West Virginia,0,0,1,1,West Virginia2018,West Virginia2018,37935.75,37935.75,73114.2,73114.2,5.3,5.3,1.923076923,,0.7,0.7,2.255555556,2.255555556,11.19977788,0.813396309,0.880581784,,669.2307692,669.2307692,-3.111874742,
2019,West Virginia,0,0,1,1,West Virginia2019,West Virginia2019,36422.5,36422.5,72542.95,72542.95,4.9,4.9,-7.547169811,,-0.95,-0.95,2.185964912,2.185964912,11.19193408,0.782057338,0.572898285,,642.2680412,642.2680412,-3.085299487,
2020,West Virginia,0,0,1,0,West Virginia2020,West Virginia2020,40073.5,40073.5,69711.55,69711.55,8.3,8.3,69.3877551,,2.675,2.675,2.2,2.2,11.15212129,0.78845736,-0.971957607,,660,660,0.642054588,
2006,Wisconsin,1,1,0,1,Wisconsin2006,Wisconsin2006,34020.25,34020.25,268246.425,268246.425,4.7,4.7,0,,0.4,0.4,2.040466667,2.040466667,12.49966133,0.71317854,2.523665104,,567.3215941,567.3215941,1.650614447,
2007,Wisconsin,1,1,0,1,Wisconsin2007,Wisconsin2007,36500,36500,269933.625,269933.625,4.9,4.9,4.255319149,,-0.125,-0.125,2.085245902,2.085245902,12.50593137,0.734886787,0.410182629,,557.8947368,557.8947368,2.194558516,
2008,Wisconsin,1,1,0,0,Wisconsin2008,Wisconsin2008,36487,36487,266626.925,266626.925,4.9,4.9,0,,-4.75,-4.75,2.03125,2.03125,12.49360568,0.708651367,-0.163893813,,541.6666667,541.6666667,-2.589426117,
2009,Wisconsin,1,1,0,1,Wisconsin2009,Wisconsin2009,35592,35592,258761.225,258761.225,8.6,8.6,75.51020408,,2.7,2.7,2.081699346,2.081699346,12.463661,0.733184553,-4.846344153,,563.7168142,563.7168142,2.483660111,
2010,Wisconsin,1,1,0,1,Wisconsin2010,Wisconsin2010,35445,35445,266830.8,266830.8,8.7,8.7,1.162790698,,2.9,2.9,2.210456651,2.210456651,12.49437003,0.793199124,2.675570355,,596.4285714,596.4285714,6.18520178,
2011,Wisconsin,0,0,1,1,Wisconsin2011,Wisconsin2011,35282,35282,272813.225,272813.225,7.8,7.8,-10.34482759,,3.3,3.3,2.134333333,2.134333333,12.51654268,0.758154342,2.867616157,,582.0909091,582.0909091,-3.44378244,
2012,Wisconsin,0,0,1,1,Wisconsin2012,Wisconsin2012,37865.5,37865.5,277107.125,277107.125,7,7,-10.25641026,,-0.525,-0.525,2.150943396,2.150943396,12.53215944,0.765906535,3.311667801,,589.6551724,589.6551724,0.778231907,
2013,Wisconsin,0,0,1,1,Wisconsin2013,Wisconsin2013,37628,37628,278014.95,278014.95,6.7,6.7,-4.285714286,,0.7,0.7,2.125,2.125,12.53543017,0.753771802,-0.521512901,,566.6666667,566.6666667,-1.20614034,
2014,Wisconsin,0,0,1,1,Wisconsin2014,Wisconsin2014,40000,40000,283981.125,283981.125,5.4,5.4,-19.40298507,,2.95,2.95,2.125,2.125,12.55666305,0.753771802,0.68495152,,566.6666667,566.6666667,0,
2015,Wisconsin,0,0,1,1,Wisconsin2015,Wisconsin2015,40535,40535,289077,289077,4.6,4.6,-14.81481481,,1.175,1.175,1.940974212,1.940974212,12.57444837,0.663190018,2.911590363,,526.7496112,526.7496112,-8.660037082,
2016,Wisconsin,0,0,1,1,Wisconsin2016,Wisconsin2016,39907,39907,291920.275,291920.275,4,4,-13.04347826,,0.125,0.125,2.045714286,2.045714286,12.58423601,0.715747013,1.193035007,,542.4242424,542.4242424,5.396263039,
2017,Wisconsin,0,0,1,1,Wisconsin2017,Wisconsin2017,41601,41601,292311.175,292311.175,3.3,3.3,-17.5,,2.375,2.375,2.002770083,2.002770083,12.58557418,0.694531264,0.117453145,,527.7372263,527.7372263,-2.0992278,
2018,Wisconsin,0,0,1,1,Wisconsin2018,Wisconsin2018,42489,42489,299416.05,299416.05,3,3,-9.090909091,,1.325,1.325,1.883684211,1.883684211,12.60958936,0.633229546,2.349434127,,510.5563481,510.5563481,-5.946058063,
2019,Wisconsin,1,1,0,1,Wisconsin2019,Wisconsin2019,45024,45024,303891.175,303891.175,3.2,3.2,6.666666667,,-0.9,-0.9,1.875,1.875,12.62442494,0.628608659,1.317015816,,500,500,-0.461022657,
2020,Wisconsin,1,1,0,0,Wisconsin2020,Wisconsin2020,47837.5,47837.5,291715.825,291715.825,6.3,6.3,96.875,,2.975,2.975,1.875,1.875,12.58353541,0.628608659,-1.03273914,,500,500,0,
2006,Wyoming,1,1,0,1,Wyoming2006,Wyoming2006,36001,36001,37813.45,37813.45,3.2,3.2,-11.11111111,,12,12,2.189003436,2.189003436,10.54042014,0.783446388,7.199966474,,563.7168142,563.7168142,1.715177315,
2007,Wyoming,1,1,0,1,Wyoming2007,Wyoming2007,36200.5,36200.5,40632.25,40632.25,2.8,2.8,-12.5,,3.825,3.825,2.25,2.25,10.61231737,0.810930216,11.8981135,,553.8461538,553.8461538,2.786499235,
2008,Wyoming,1,1,0,0,Wyoming2008,Wyoming2008,39785.5,39785.5,42868.2,42868.2,3.1,3.1,10.71428571,,9.225,9.225,2.222222222,2.222222222,10.66588557,0.798507696,3.814001308,,600,600,-1.234567911,
2009,Wyoming,1,1,0,1,Wyoming2009,Wyoming2009,42345.25,42345.25,41546.4,41546.4,6.3,6.3,103.2258065,,-11.725,-11.725,2.108823529,2.108823529,10.63456615,0.746130223,8.240989573,,578.2258065,578.2258065,-5.102941186,
2010,Wyoming,1,1,0,1,Wyoming2010,Wyoming2010,39496,39496,40056.65,40056.65,6.4,6.4,1.587301587,,0.45,0.45,2.228571429,2.228571429,10.59804998,0.801360765,-12.40123295,,650,650,5.678422037,
2011,Wyoming,0,0,1,1,Wyoming2011,Wyoming2011,39020,39020,39767.95,39767.95,5.8,5.8,-9.375,,-0.05,-0.05,2.204204204,2.204204204,10.59081659,0.790366539,0.307763291,,611.6666667,611.6666667,-1.093401122,
2012,Wyoming,0,0,1,1,Wyoming2012,Wyoming2012,41682,41682,38855.425,38855.425,5.3,5.3,-8.620689655,,-0.775,-0.775,2.247787611,2.247787611,10.56760299,0.809946448,-0.195868811,,635,635,1.977285359,
2013,Wyoming,0,0,1,1,Wyoming2013,Wyoming2013,42087.5,42087.5,38849.575,38849.575,4.7,4.7,-11.32075472,,-0.625,-0.625,2.351351351,2.351351351,10.56745242,0.854990206,-1.090914616,,669.2307692,669.2307692,4.607363235,
2014,Wyoming,0,0,1,1,Wyoming2014,Wyoming2014,44610,44610,39559.425,39559.425,4.1,4.1,-12.76595745,,5.875,5.875,2.311428571,2.311428571,10.58555925,0.837865762,-0.694590235,,617.5572519,617.5572519,-1.697865357,
2015,Wyoming,0,0,1,1,Wyoming2015,Wyoming2015,45200.25,45200.25,40418.15,40418.15,4.3,4.3,4.87804878,,-2.625,-2.625,2.241558442,2.241558442,10.60703422,0.807171357,5.878152095,,629.9270073,629.9270073,-3.022811515,
2016,Wyoming,0,0,1,1,Wyoming2016,Wyoming2016,44637,44637,38188.725,38188.725,5.3,5.3,23.25581395,,-6.975,-6.975,2.485875706,2.485875706,10.55029559,0.910624994,-2.783209189,,733.3333333,733.3333333,10.89943762,
2017,Wyoming,0,0,1,1,Wyoming2017,Wyoming2017,44134.5,44134.5,37429.1,37429.1,4.2,4.2,-20.75471698,,2.075,2.075,2.219251337,2.219251337,10.53020376,0.797169903,-7.169496577,,638.4615385,638.4615385,-10.72557121,
2018,Wyoming,0,0,1,1,Wyoming2018,Wyoming2018,42981.5,42981.5,37987.9,37987.9,4.1,4.1,-2.380952381,,1.05,1.05,2.237196765,2.237196765,10.54502297,0.805223638,1.996098461,,638.4615385,638.4615385,0.80862531,
2019,Wyoming,0,0,1,1,Wyoming2019,Wyoming2019,48005,48005,38628.45,38628.45,3.7,3.7,-9.756097561,,0.425,0.425,2.175,2.175,10.56174433,0.777028665,1.030895109,,621.4285714,621.4285714,-2.78012046,
2020,Wyoming,0,0,1,0,Wyoming2020,Wyoming2020,47373,47373,36256.65,36256.65,5.8,5.8,56.75675676,,-2.925,-2.925,2.076190476,2.076190476,10.49837809,0.730534713,0.246126132,,589.1891892,589.1891892,-4.542966621,
